レコードの開始行,レコード番号,会社名,TEL,営業担当者名,見込み時期,業界,顧客ランク,住所,案件名,更新者,作成者,更新日時,作成日時,案件名,活動日,新規/既存[新規],新規/既存[既存],先方担当部署名,社内関係者,販売品目,ステータス,活動内容,文字列 (複数行),受注確度（活動日で変動）,見込み時期,見込額,受注金額
,86,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2026/3/4 8:40,2025/12/26 12:17,DX伴走支援案件,2026/1/7,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",DX案件,提案,メール　チャット,"次回日程調整中
令和8年1月22日で調整中であり、社内で確定したら連絡いただけるとのこと。待ち",50%,2026/3/31,3600000,0
,86,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2026/3/4 8:40,2025/12/26 12:17,DX伴走支援案件,2026/1/7,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",DX案件,提案,メール　チャット,"22日（木）13時で訪問で確定（オンライン予定であったが、書きあげクン導入前説明等もあり訪問を希望されたことで訪問で対応）
協力会社Z01社にも相談済であり事前に2社間で打ち合わせして提案方針固めてから提案予定",50%,2026/1/31,3600000,0
,86,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2026/3/4 8:40,2025/12/26 12:17,DX伴走支援案件,2026/1/13,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",DX案件,提案,メール　チャット,"協力会社Z01社と事前打ち合わせ。
アンケート結果について分析いただいた内容及びコパイロットの活用など含めてご紹介しながら現在取引のある会社の費用感などもヒアリング予定。
1月22日訪問予定。",50%,2026/1/31,3600000,0
,86,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2026/3/4 8:40,2025/12/26 12:17,DX伴走支援案件,2026/1/22,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",DX案件,提案,訪問,"22日に人物021さん、人物011さん同席のもと訪問。
書きあげクンについては2月から開始で確定。
伴走支援については、コパイロットやAIサポートデスク、Geminiなど様々なツールで効率化が可能な旨でご説明済。
先方側でもどのように進めていくかの整理がついていないこともあり、まずは書きあげクンの活用をきっかけにＤＸ化を進めていくこととなった。
今後も定期的な接触で取引拡大を狙っていく。
",50%,2026/1/27,3600000,0
,86,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2026/3/4 8:40,2025/12/26 12:17,DX伴走支援案件,2026/2/4,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",DX案件,提案,メール　チャット,"AIサポートデスクのトライアルについては引き続き前向き検討いただけるとのことでご連絡いただく。
製品紹介資料を再度送付しご案内。
書きあげクンの利用で定期接触する予定であり、都度ヒアリングをしながら探っていく。",50%,2026/2/4,3600000,0
,86,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2026/3/4 8:40,2025/12/26 12:17,DX伴走支援案件,2026/2/16,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",DX案件,提案,メール　チャット,"3月で日程調整中。
書きあげクン導入から1か月が経つため、書きあげクンのフォロー含めてDX伴走支援の提案についてなど先方のDX化状況の確認及びヒアリング予定。",50%,2026/2/16,3600000,0
,86,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2026/3/4 8:40,2025/12/26 12:17,DX伴走支援案件,2026/2/25,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",DX案件,提案,メール　チャット,"3月3日で訪問日確定。
当日は、書きあげクンの利用状況及び今後の進め方や検討状況などをヒアリングして潜在ニーズをキャッチするべく動く。
",50%,2026/2/25,3600000,0
,86,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2026/3/4 8:40,2025/12/26 12:17,DX伴走支援案件,2026/3/4,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",DX案件,提案,訪問,"取締役　　　　　人物024様
総務部　部長　　人物025様
総務部　総務課　人物A05様

【内容】
書きあげクンについて、全社展開している段階（人物024様、技術者がいる部署が主に利用している）
反応としては、評判がよくない意見が多数上がっている。実際に人物024様も同じように感じているとのこと。
・単語の変換が非常に悪い（業界用語等をメインに、それ以外も文字起こしの精度が良くない）
・録音機能について
⇒音声が残らないのは不便に感じる。文字起こしの精度が悪いのに音声との比較もシステム内で出来ないのは不便。
※会議室の部屋の大きさは収音する上で広すぎない大きさであり、収音範囲が広い外付けスピーカーも活用している上での意見

下記3会議で試している
●開発会議
●BCP
●事務局会議

プロンプト開発費用感の質問
⇒1プロンプト20万くらいの費用感と伝える。
⇒そもそもの精度が悪いのでプロンプトでその値段かけても意味ないかなと仰せ。

今にも解約されそうな反応であり、３月6日に当社にあるJabraのスピーカーのお貸出し（1か月希望）をしてお試しいただき繋ぐ。

AIサポートデスクの検討やDX化の検討状況については、まずは書きあげクンの利用をきっかけに浸透を深めていこうと考えてはいたが現状は費用対効果望めずに効率化に繋がっていな為、見直していく必要がありすぐの検討には至らない可能性があるとのことであった。


AIサポートデスク
⇒今後として検討　　費用対効果がでない（あまり利用頻度が少ない）",50%,2026/3/4,3600000,0
*,85,会社N,,担当者003,2026/1/31,医療/介護,年商：100億円以上,某所,補助金審査システム開発案件,担当者003,担当者003,2026/3/11 10:54,2025/12/26 12:12,補助金審査システム開発案件,2025/12/22,1,,医療政策部,"担当者001
担当者002",システム受託,提案,オンライン,"補助金審査システムにおいてRFI対応中。
スケジュールは下記の通り。

■RFI実施スケジュール（予定）
参加表明期間
2025年12月8日（月）
～
2025年12月19日（金）
資料展開
2025年12月15日（月）
～
2025年12月22日（月）
質問受付
2025年12月23日（火）
～
2026年1月7日（水）
質問回答
2026年1月8日（木）
～
2026年1月9日（金）
RFI回答提出期限
2026年1月16日（金）
",50%,2026/1/31,5000000,0
,85,会社N,,担当者003,2026/1/31,医療/介護,年商：100億円以上,某所,補助金審査システム開発案件,担当者003,担当者003,2026/3/11 10:54,2025/12/26 12:12,補助金審査システム開発案件,2026/1/16,,1,医療政策部,"担当者001
担当者002",システム受託,見積,メール　チャット,1月16日にRFIの回答済み,50%,2026/12/31,25000000,0
,85,会社N,,担当者003,2026/1/31,医療/介護,年商：100億円以上,某所,補助金審査システム開発案件,担当者003,担当者003,2026/3/11 10:54,2025/12/26 12:12,補助金審査システム開発案件,2026/3/11,,1,医療政策部,"担当者001
担当者002",システム受託,見積,メール　チャット,"スケジュールについて質問あり、回答済み
質問及び回答については添付資料のとおり。",50%,2026/12/31,25000000,0
*,84,会社O,,担当者003,2026/1/31,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/1/21 14:56,2025/12/26 11:43,書きあげクン個別開発,2025/12/19,1,,技術部,,書きあげクン,見積,メール　チャット,"書きあげクン導入先。
開発会議において個別プロンプト及び個別フォーマットを設定したい意向をいただき見積もり提示済み
1月中に検討予定。",50%,2026/1/31,585000,0
,84,会社O,,担当者003,2026/1/31,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/1/21 14:56,2025/12/26 11:43,書きあげクン個別開発,2026/1/7,,1,技術部,,書きあげクン,提案,電話,"１月中で年始挨拶訪問の日程調整中。
訪問の際に本案件やXC－Gateについての検討状況について確認予定。",50%,2026/1/31,585000,0
,84,会社O,,担当者003,2026/1/31,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/1/21 14:56,2025/12/26 11:43,書きあげクン個別開発,2026/1/21,,1,技術部,,書きあげクン,提案,訪問,"年始挨拶訪問。

見積もり内容については確認済みであるが直近では判断しかねるとのこと。
2月から別の従業員含めて書きあげクンの利用者を増やしていく予定であり、意見など多く出た際に個別開発を依頼する可能性があるとのこと。",30%,2026/3/31,585000,0
*,83,会社P,,担当者003,2026/3/31,金融,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2025/12/29 15:18,2025/12/18 18:54,DX伴走支援案件,2025/12/18,1,,情報システム部,"担当者001
担当者002",システム受託,初回訪問,電話,"証券業に絞ったリストへ電話営業をしたところアポイントに繋がった先。
24日オンラインでご紹介予定であり会社Eでの事例などご紹介予定。
業務のAI活用には非常に興味をもっており金融システム含めて幅広くご紹介提案予定",30%,2026/3/31,5000000,0
,83,会社P,,担当者003,2026/3/31,金融,年商：10億円?100億円,某所,DX伴走支援案件,担当者003,担当者003,2025/12/29 15:18,2025/12/18 18:54,DX伴走支援案件,2025/12/24,,1,情報システム部,"担当者001
担当者002",システム受託,提案,オンライン,"会社P
人物026様（システム部）

生成AI活用で一部取組んでいること
⇒営業マン⇒顧客のもとにいってsalesするにあたって文字起こし要約をしている。（ベルセールスAIを活用している）
営業⇒ほとんど電話営業。
良くない会話をしていないかのチェックをしたい
⇒ファーマフーズの事例をご紹介。
文字起こしはシステム内でデータを蓄積しているのみで特にデータ連携等はしていない。
Microsoft365を活用している。コパイロットの活用事例があまりイメージできずに使いこなせてはいない。
プロジェクト推進チームを発足している。（人物026様もそのメンバー）
弊社グループ内会社E事例等事例のご紹介、
部署、職種毎の生成AI活用事例についてもご紹介。
セミナーや勉強会のみも可能なことお伝えする。
感想
・証券会社のことを知っているという安心感があった。

まだまだ他社含めて情報収集を行っていく予定であり整理ついた段階で人物026様からご連絡をいただく。
こちら側としては定期的に情報提供しながら接点を持ち信頼関係を構築していく。",30%,2026/3/31,5000000,0
*,82,会社Q,,担当者003,2026/3/31,,年商：100億円以上,,DX案件,担当者003,担当者003,2025/12/29 9:55,2025/12/18 18:51,DX案件,2025/6/30,1,,営業,,DX案件,初回訪問,オンライン,"会社S様の案件時に接点をもった高圧ガス工業の担当者からの紹介先。
業務のＡＩ活用での効率化を検討中。情報収集タイミングとのことではあったが、弊社ソリューションをご紹介し興味をいただく。
他社含めて情報収集をして社内整理をした後に本格検討をしていきたいとのことであり定期的に後追い先。",30%,2026/3/31,10000000,0
*,81,会社R,,担当者003,2026/1/30,,年商：100億円以上,,DX伴走支援サービス,担当者003,担当者003,2025/12/29 9:56,2025/12/18 18:46,DX伴走支援サービス,2025/10/31,1,,新事業開発本部新事業開発部,担当者002,生成AI伴走サービス,提案,訪問,"AI博覧会の後追いで訪問提案。
現状、各社幅広く情報収集中であり、並行して会社の要件や優先順位などを整理している状況。
定期的なフォローで先方のタイミングで金額等詳細の提案予定。",30%,2026/3/31,10000000,0
*,80,会社S,,担当者003,2026/3/31,,年商：10億円?100億円,某所,システム受託案件（RFID入出庫管理）,担当者003,担当者003,2026/3/10 18:41,2025/12/18 18:42,システム受託案件（RFID入出庫管理）,2025/8/31,1,,経理部,担当者001,システム受託,提案,訪問,"建設車両や建設器具のレンタル業を営んでおり、在庫管理や入出庫管理をシステム化したい意向で提案中。
RFIDを活用した管理で提案中であるが、担当者の体調不良から次回は来年1月の予定。
実際に現場に訪問させてもらいRFIDの精度等を試す予定。その後見積もり提示。",30%,2026/3/31,10000000,0
,80,会社S,,担当者003,2026/3/31,,年商：10億円?100億円,某所,システム受託案件（RFID入出庫管理）,担当者003,担当者003,2026/3/10 18:41,2025/12/18 18:42,システム受託案件（RFID入出庫管理）,2026/1/15,,1,経理部,担当者001,システム受託,提案,電話,先方からの要望にて２月で日程調整予定。,30%,2026/3/31,10000000,0
,80,会社S,,担当者003,2026/3/31,,年商：10億円?100億円,某所,システム受託案件（RFID入出庫管理）,担当者003,担当者003,2026/3/10 18:41,2025/12/18 18:42,システム受託案件（RFID入出庫管理）,2026/2/4,,1,経理部,担当者001,システム受託,提案,電話,"佐倉ヤードへの訪問について令和8年3月10日（火）13時で確定。
当日雨天の際は翌日の11日（水）に変更の為、仮予定としても空けておく。
高圧ガス工業様への共有済み。
当日は実機を持参し実際の精度を試す予定。",50%,2026/2/4,10000000,0
,80,会社S,,担当者003,2026/3/31,,年商：10億円?100億円,某所,システム受託案件（RFID入出庫管理）,担当者003,担当者003,2026/3/10 18:41,2025/12/18 18:42,システム受託案件（RFID入出庫管理）,2026/3/10,,1,経理部,担当者001,システム受託,提案,訪問,"先方：人物027様
佐倉ヤード責任者⇒人物028様（挨拶のみ）
高圧ガス工業：人物029様

【内容】
現場検証⇒比較的可能であると判断
雨、泥、接触、雪、氷などが懸念される部分⇒対応不可なことはなく、消耗品のRFIDの在庫を保有した状態にして、損傷した際は交換できる状況にする想定

冬の北海道（北海道支店）（-20度の可能性あり）
⇒RFIDの温度帯としては問題なし
夏の鉄の車輛温度（50度になる可能性もあり）
⇒熱により故障するリスクが上がるがRFIDの耐熱温度規程としては問題なし。

返却時に高圧洗浄で洗車を行う為、RFIDが損傷してしまう可能性もある。
⇒過去に他社でシリコン製のキーホルダーの対応にして勢いを逃がすことで対応した事例があり。

現在、Kintoneを利用しているのでKintoneベースでアプリケーションを運用することも可能。その他でも可能。（新しいものだと従業員の文句が膨らむので、馴染みのあるソリューション（Kintone）であると浸透しやすいと感じている）
CSV連携などアナログではなくAPI連携で連携はシームレスに対応していきたい意向。

リーダーでのタグの読み込みが今回の提案ではあるが、将来的には入口のゲートで全ての在庫管理ができるようになれば良いなと。

今後
・想像を膨らませるような提案を当方からする
⇒費用感及び、技術提案
初期費用だけではなく、2年目～それ以降の費用感についても

担当者（人物027様）や佐倉ヤード責任者（人物028様）は今回の提案について前向きではあるが、全体像のイメージがついていない（主に社長が）為、RFIDでの管理が可能な前提となった今、次は導入イメージを膨らます提案や費用対効果を感じてもらう必要がでてくる。
最終決裁権がある社長が表に出てくるのは、次の提案ベースで導入イメージを想像させるか次第。",50%,2026/12/31,10000000,0
*,79,会社T,,担当者003,2026/3/31,,年商：100億円以上,某所,DX案件,担当者003,担当者003,2025/12/29 10:40,2025/12/18 18:39,DX案件,2025/10/31,1,,働き方デザイン本部,"担当者001
担当者002",DX案件,提案,訪問,"会社T様100名程度の従業員向けに勉強会を開催済み。
弊社ソリューションを営業さんが担いで提案してくれるフローで話をしている。
勉強会の動画は半永久的に残るとのころで営業単位で相談事項があれば弊社に相談いただける状況。",30%,2026/3/31,2000000,0
*,78,会社B,,担当者003,2026/3/31,金融,年商：100億円以上,某所,申込受付システム（個人）開発案件,担当者003,担当者003,2026/3/4 9:59,2025/12/18 18:35,申込受付システム（個人）開発案件,2025/11/7,1,,営業統括推進部、情報システム部,"担当者005
担当者004",システム受託,見積,オンライン,"個人の審査申込フォームのシステム入れ替え検討。
22日に見積もり提示及び提案方針や提案スケジュールなどご説明予定。",30%,,12000000,0
,78,会社B,,担当者003,2026/3/31,金融,年商：100億円以上,某所,申込受付システム（個人）開発案件,担当者003,担当者003,2026/3/4 9:59,2025/12/18 18:35,申込受付システム（個人）開発案件,2025/12/22,,1,営業統括推進部、情報システム部,"担当者004
担当者005",システム受託,見積,オンライン,"概算見積もりとスケジュールの提示。
現在の掛かっている費用の詳細ヒアリングをして現在より金額を下回ることで検討できそうな反応。
現在調整中であり調整出来次第再提案。",50%,2026/1/30,12000000,0
,78,会社B,,担当者003,2026/3/31,金融,年商：100億円以上,某所,申込受付システム（個人）開発案件,担当者003,担当者003,2026/3/4 9:59,2025/12/18 18:35,申込受付システム（個人）開発案件,2026/1/7,,1,営業統括推進部、情報システム部,"担当者004
担当者005",システム受託,見積,オンライン,"金額再提示及び詳細ご説明に際し日程調整。
令和8年1月14日で確定。",50%,2026/1/30,12000000,0
,78,会社B,,担当者003,2026/3/31,金融,年商：100億円以上,某所,申込受付システム（個人）開発案件,担当者003,担当者003,2026/3/4 9:59,2025/12/18 18:35,申込受付システム（個人）開発案件,2026/1/27,,1,営業統括推進部、情報システム部,"担当者004
担当者005",システム受託,見積,メール　チャット,"見積もり再提示に向けてヒアリング必要な部分についてメールのやりとりで対応済み。
金額算出に向けて社内で対応中",50%,2026/2/28,12000000,0
,78,会社B,,担当者003,2026/3/31,金融,年商：100億円以上,某所,申込受付システム（個人）開発案件,担当者003,担当者003,2026/3/4 9:59,2025/12/18 18:35,申込受付システム（個人）開発案件,2026/2/4,,1,営業統括推進部、情報システム部,"担当者004
担当者005",システム受託,見積,その他,"HULFTについて見積もり反映済み。
提案書に落とし込みをして修正対応中。
準備が整い次第で先方にご連絡予定。",50%,2026/5/31,12000000,0
,78,会社B,,担当者003,2026/3/31,金融,年商：100億円以上,某所,申込受付システム（個人）開発案件,担当者003,担当者003,2026/3/4 9:59,2025/12/18 18:35,申込受付システム（個人）開発案件,2026/2/16,,1,営業統括推進部、情報システム部,"担当者004
担当者005",システム受託,見積,メール　チャット,"会社B株式会社
人物030様

お世話になります。
当社の人物A02です。

サーバースペックなどいくつか質問等のやりとりのご対応いただきまして誠にありがとうございました。

前回のお打ち合わせを受けまして、弊社内で初期費用およびランニングコストの見直しを行いました。
更新版の提案資料を送付いたしますので、ご確認いただけますでしょうか。（P８、P９に金額についての記載がございます）

見直した内容としましては、インフラ周りの費用見直しと、前回のお打ち合わせで会社B様からご指摘のあったHULFT費用の追加になります。

また、前回打合せの最後にまずは資料等データでのやりとりでと仰っていたかと思いますので資料を送付させていただきますが、これまで同様に弊社から詳細のご説明をさせていただくことも可能でございます。
ぜひ一度、貴社内で共有いただいた上で必要でありましたら次回スケジュールをご調整させていただけますと幸いです。

不明点等ございましたらお気軽に仰ってください。
引き続き何卒よろしくお願いいたします。",50%,2026/5/31,12000000,0
,78,会社B,,担当者003,2026/3/31,金融,年商：100億円以上,某所,申込受付システム（個人）開発案件,担当者003,担当者003,2026/3/4 9:59,2025/12/18 18:35,申込受付システム（個人）開発案件,2026/3/4,,1,営業統括推進部、情報システム部,"担当者004
担当者005",システム受託,見積,メール　チャット,"法人をメインに個人も継続して提案していく。

■ Task　法人申込についての提案作成
金額部分はおおよそ以下のレンジで出せると理想的

・パターンA）提出済みの個人のみの開発の場合　イニシャル 4815 / ランニング 180
・パターンB）法人のみ開発した場合　同じくらい
・パターンC）個人+法人で開発した場合　イニシャル+2000万位など  / ランニング 200-300万
・パターンD）個人開発完了の後、法人開発の場合、完全にAMS ? 2つ構成になるので　4815 + 4000など / ランニング360万

ただし、個人口座の要件定義で難航する可能性がある。
個人申込も想定した法人申込開発を行い、個人申込開発時は追加開発で+2000位で見積するのがいいか。
パターンA、B、Cで見積+プランを提出。",50%,2026/5/31,12000000,0
*,77,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/3/4 8:39,2025/12/18 18:31,書きあげクン案件,2025/11/24,1,,社長、取締役、総務部,"担当者001
担当者002",書きあげクン,初回訪問,訪問,"AI議事録要約を検討中。
書きあげクンかDifyでの提案かは22日の訪問時に再度紹介し判断予定。
書きあげクンの見積もりは提示済み。
その他、DX推進を会社全体として取り組もうとしており、外部委託で生成AIなどITリテラシー向上のセミナーや勉強会を直近で行っている。
弊社として議事録要約以外にも提案の余地があり、クロスセル提案に向けて活動中",90%,,484000,484000
,77,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/3/4 8:39,2025/12/18 18:31,書きあげクン案件,2025/12/22,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",書きあげクン,見積,訪問,"人物021さん、人物011さん同席いただき訪問。

書きあげクンについて社内稟議中であり、1月に申込の正式意思連絡をいただける予定。
（訪問時に社長同席のもと導入の意思確認済み（内示））
2月から利用開始予定。
別件にてDX伴走支援案件の相談もあり信頼関係を構築しながらクロスセル提案を行っていく。",90%,,484000,484000
,77,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/3/4 8:39,2025/12/18 18:31,書きあげクン案件,2026/1/7,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",書きあげクン,受注,メール　チャット,"社内稟議が通ったと連絡あり。
申込書のご案内済み。
記入後に送付いただく予定（申込書にも社内稟議が必要であり承認後に送付いただく）",90%,2026/1/30,484000,484000
,77,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/3/4 8:39,2025/12/18 18:31,書きあげクン案件,2026/1/7,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",書きあげクン,受注,メール　チャット,"書きあげクン申込書を受領。
開始月については先方で検討中とのことで22日の訪問時にお伝えいただく予定。
業務の状況等を加味して2月からもしくは3月からの予定。",90%,2026/1/7,484000,484000
,77,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/3/4 8:39,2025/12/18 18:31,書きあげクン案件,2026/1/27,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",書きあげクン,受注,メール　チャット,"22日に人物021さん、人物011さん同席のもと訪問。
書きあげクンについては2月から開始で確定。",90%,2026/1/27,484000,484000
,77,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/3/4 8:39,2025/12/18 18:31,書きあげクン案件,2026/2/16,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",書きあげクン,受注,メール　チャット,"3月で日程調整中。
書きあげクン導入から1か月が経つため、書きあげクンのフォロー含めてDX伴走支援の提案についてなど先方のDX化状況の確認及びヒアリング予定。",90%,2026/1/31,484000,484000
,77,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/3/4 8:39,2025/12/18 18:31,書きあげクン案件,2026/2/25,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",書きあげクン,契約,メール　チャット,"3月3日で訪問日確定。
当日は、書きあげクンの利用状況及び今後の進め方や検討状況などをヒアリングして潜在ニーズをキャッチするべく動く。
",90%,2026/1/31,484000,484000
,77,会社M,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2026/3/4 8:39,2025/12/18 18:31,書きあげクン案件,2026/3/4,,1,社長、取締役、総務部長、総務担当,"担当者001
担当者002",書きあげクン,契約,訪問,"取締役　　　　　人物024様
総務部　部長　　人物025様
総務部　総務課　人物A05様

【内容】
書きあげクンについて、全社展開している段階（人物024様、技術者がいる部署が主に利用している）
反応としては、評判がよくない意見が多数上がっている。実際に人物024様も同じように感じているとのこと。
・単語の変換が非常に悪い（業界用語等をメインに、それ以外も文字起こしの精度が良くない）
・録音機能について
⇒音声が残らないのは不便に感じる。文字起こしの精度が悪いのに音声との比較もシステム内で出来ないのは不便。
※会議室の部屋の大きさは収音する上で広すぎない大きさであり、収音範囲が広い外付けスピーカーも活用している上での意見

下記3会議で試している
●開発会議
●BCP
●事務局会議

プロンプト開発費用感の質問
⇒1プロンプト20万くらいの費用感と伝える。
⇒そもそもの精度が悪いのでプロンプトでその値段かけても意味ないかなと仰せ。

今にも解約されそうな反応であり、３月6日に当社にあるJabraのスピーカーのお貸出し（1か月希望）をしてお試しいただき繋ぐ。

AIサポートデスクの検討やDX化の検討状況については、まずは書きあげクンの利用をきっかけに浸透を深めていこうと考えてはいたが現状は費用対効果望めずに効率化に繋がっていな為、見直していく必要がありすぐの検討には至らない可能性があるとのことであった。


AIサポートデスク
⇒今後として検討　　費用対効果がでない（あまり利用頻度が少ない）


",90%,2026/1/31,484000,484000
*,76,会社U,,担当者003,2026/3/31,不動産,年商：100億円以上,某所,DX伴走支援案件,担当者003,担当者003,2026/1/16 10:05,2025/12/18 18:24,DX伴走支援案件,2025/10/31,1,,DX推進部,"担当者001
担当者002",生成AI伴走サービス,引き合い,訪問,"DX伴走サービスの提案中のお客様。
現在ステータスとしては見積もり提示まで済み。
来期予算取りについて、大きな枠で予算取りが済んでいるものの、複数の部署が多くの実現したい項目がある中で、どれから優先順位つけて行っていくかはまだ明確になっていないとのこと。
来年度以降での導入検討になりそうな状況であり定期的に接点を持ち関係性を構築していく。",50%,2026/3/31,25047000,0
,76,会社U,,担当者003,2026/3/31,不動産,年商：100億円以上,某所,DX伴走支援案件,担当者003,担当者003,2026/1/16 10:05,2025/12/18 18:24,DX伴走支援案件,2025/12/19,,1,DX推進部,"担当者001
担当者002",生成AI伴走サービス,見積,メール　チャット,全体での予算取りは完了しているものの、優先順位の取り決めなどは来年以降であり定期的な情報提供中。あまりしつこくならないよう今の先方状況に合わせた柔軟なアプローチをしつつも継続して接点はしていく。,50%,2026/3/31,25047000,0
,76,会社U,,担当者003,2026/3/31,不動産,年商：100億円以上,某所,DX伴走支援案件,担当者003,担当者003,2026/1/16 10:05,2025/12/18 18:24,DX伴走支援案件,2026/1/15,,1,DX推進部,"担当者001
担当者002",生成AI伴走サービス,見積,メール　チャット,"会社U株式会社

DX推進部　企画グループ　主査　人物031様

DX推進部　企画グループ　人物032様



お世話になります。
当社の人物A02です。

謹んで新年のお慶びを申し上げます。
旧年中は格別のご高配を賜り、厚く御礼申し上げます。
引き続きお困りごとや他ご検討中の案件がございましたら、お気軽にお声がけください。

さて、貴社内で予算利用においての情報整理や他社含めたご検討状況において何か動きはございましたでしょうか。
弊社の方でも現状で何かお手伝いできることがございましたらご支援させていただければと思います。
差し支えなければ2月頃に情報交換及び顔合わせもできればと考えておりますのでご意見お聞かせいただけますと幸いです。

皆様のご健勝と貴社のますますのご繁栄を心よりお祈り申し上げます。
本年もどうぞよろしくお願いいたします。",50%,2026/3/31,25047000,0
,76,会社U,,担当者003,2026/3/31,不動産,年商：100億円以上,某所,DX伴走支援案件,担当者003,担当者003,2026/1/16 10:05,2025/12/18 18:24,DX伴走支援案件,2026/1/16,,1,DX推進部,"担当者001
担当者002",生成AI伴走サービス,見積,メール　チャット,"下記メールの通り、一旦は取引実績のある会社にてPoCを行っていくとのことだが、AI活用の検討は引き続き行っていくとのことであり定期的な接触や情報提供は続けていく。何かある際にご相談をいただけるように対応する。

お世話になっております。
会社U　松村です。
ご連絡いただきましてありがとうございます。
諸条件が重なったことで年末から動きがございまして、グループ内で多数実績のあるパートナー様と今後生成AIツールのPoCを行う運びとなりました。
来年度にかけても一旦は同ツールの最大限利用を推し進める動きとなる予定です。
ご提案および多数の情報提供いただいておったところ大変心苦しい限りではございますがこのような状況であるためご案内いただいた2月のご面談ついては差し控えさせていただこうと考えております。
AI活用の模索は引き続き行って参りますので、開発ベースで検討を行う際には
改めてご助言いただきたく、こちらからお声がけさせていただければと思います。
何卒よろしくお願い申し上げます。",50%,2026/12/31,25047000,0
*,75,会社V,,担当者003,2026/3/31,製造,年商：100億円以上,某所, DX伴走支援案件,担当者003,担当者003,2026/2/18 9:56,2025/12/18 18:16,DX伴走支援,2025/11/30,1,,企画管理部,"担当者001
担当者002",生成AI伴走サービス,提案,訪問,"DX伴走サービスで提案中。
2度にわたりご紹介を行い。前向きに検討いただいている先。（詳細は日報に記載済み）
概算費用も次回提示予定であるが、先方の要件整理を更に細かく行いたいとのことで来年1月中に整理出来次第で、各部署担当者を集めて再度ご紹介予定。",30%,,30000000,0
,75,会社V,,担当者003,2026/3/31,製造,年商：100億円以上,某所, DX伴走支援案件,担当者003,担当者003,2026/2/18 9:56,2025/12/18 18:16,DX伴走支援,2025/12/16,,1,企画管理部,"担当者001
担当者002",生成AI伴走サービス,提案,メール　チャット,"下記メールを受領しており下記の通り1月以降に再度日程調整予定。
当方としても定期的な情報提供と接触予定。

人物012様
お世話になっております。
会社Vの永田です。
ご連絡ありがとうございます。
お時間が空いてしまい大変申し訳ございません。
現在、他企業からも同様の提案を受けており、メンバーへの共有のタイミングは
26年1月～となりそうです。
また、先日ご提案いただいた際に弊社から提供する情報が不足していたと感じまして
弊社作業工数を1回あたりで記載しておりましたので、全体数が分かるように
年間の作業回数を確認しております。
改めてその情報は共有させていただきます。
早めに候補日を提示できるよう進めて参ります。",50%,2026/3/31,30000000,0
